transaction_id,date,channel,business_unit,amount_usd,is_fraud,fraud_type,detection_method,loss_amount_usd,recovered_amount_usd,status
TXN-501481,2025-09-10 21:25:25,Card,Payments & Cards,19366.15,Y,Card Not Present,Manual Review,14086.96,221.87,Under Review
TXN-501041,2025-09-12 01:35:56,ATM,Retail Banking,31697.82,Y,Card Skimming,Customer Reported,31057.48,13243.21,Under Review
TXN-501858,2025-09-12 07:30:37,Card,Payments & Cards,13220.27,N,,,0.0,0.0,Cleared - False Positive
TXN-502363,2025-09-12 11:50:11,Card,Payments & Cards,7049.19,Y,Synthetic Identity,ML Model,5138.32,988.74,Charged Off
TXN-502566,2025-09-12 14:37:45,ATM,Retail Banking,32860.49,Y,Card Not Present,Customer Reported,9937.48,174.36,Confirmed Fraud
TXN-502128,2025-09-12 16:33:41,Card,Payments & Cards,19543.72,Y,Card Not Present,ML Model,5874.34,40.65,Charged Off
TXN-502580,2025-09-12 16:47:16,Online,Digital Banking,31329.83,Y,Account Takeover,Customer Reported,29333.98,1020.43,Confirmed Fraud
TXN-501189,2025-09-12 18:36:05,Card,Payments & Cards,37803.78,Y,Card Not Present,ML Model,16598.66,3897.44,Confirmed Fraud
TXN-500627,2025-09-12 21:20:29,ATM,Retail Banking,3634.07,N,,,0.0,0.0,Cleared - False Positive
TXN-501623,2025-09-12 22:06:56,Card,Payments & Cards,39208.16,Y,Card Not Present,ML Model,30560.24,1253.11,Confirmed Fraud
TXN-501221,2025-09-12 22:31:04,Mobile,Digital Banking,8953.91,Y,Synthetic Identity,Manual Review,8027.59,238.82,Under Review
TXN-502387,2025-09-13 09:10:13,Wire,Payments & Cards,224376.13,Y,Wire Fraud,ML Model,207155.12,23735.79,Confirmed Fraud
TXN-501798,2025-09-13 09:28:03,Card,Payments & Cards,6238.06,N,,,0.0,0.0,Cleared - False Positive
TXN-502115,2025-09-13 11:18:56,Online,Digital Banking,5361.46,N,,,0.0,0.0,Cleared - False Positive
TXN-501062,2025-09-13 17:14:32,Online,Digital Banking,11380.81,Y,Card Not Present,ML Model,7258.57,70.11,Confirmed Fraud
TXN-502139,2025-09-13 19:26:14,Wire,Payments & Cards,43118.32,N,,,0.0,0.0,Cleared - False Positive
TXN-500857,2025-09-14 02:54:15,Mobile,Digital Banking,14106.6,N,,,0.0,0.0,Cleared - False Positive
TXN-500869,2025-09-14 06:50:35,Card,Payments & Cards,19050.77,N,,,0.0,0.0,Cleared - False Positive
TXN-500842,2025-09-14 07:01:44,Card,Payments & Cards,8920.48,N,,,0.0,0.0,Cleared - False Positive
TXN-500379,2025-09-14 12:57:54,ACH,Commercial Banking,27150.38,Y,Account Takeover,Rule Engine,17864.68,718.17,Recovered
TXN-502481,2025-09-14 14:58:05,Card,Payments & Cards,8907.4,Y,Card Skimming,Customer Reported,2911.9,326.6,Recovered
TXN-501841,2025-09-15 04:53:27,Online,Digital Banking,27605.03,Y,Account Takeover,Rule Engine,9809.32,1626.15,Recovered
TXN-502582,2025-09-15 11:08:21,ACH,Commercial Banking,44079.79,N,,,0.0,0.0,Cleared - False Positive
TXN-501490,2025-09-15 15:13:04,Online,Digital Banking,10595.93,N,,,0.0,0.0,Cleared - False Positive
TXN-502341,2025-09-15 17:19:35,Wire,Payments & Cards,35021.61,N,,,0.0,0.0,Cleared - False Positive
TXN-500639,2025-09-16 05:03:21,Card,Payments & Cards,5547.8,N,,,0.0,0.0,Cleared - False Positive
TXN-502449,2025-09-16 05:55:46,Mobile,Digital Banking,43297.84,N,,,0.0,0.0,Cleared - False Positive
TXN-500797,2025-09-16 11:58:06,Card,Payments & Cards,15422.21,N,,,0.0,0.0,Cleared - False Positive
TXN-500575,2025-09-18 14:46:23,Online,Digital Banking,34106.12,Y,Account Takeover,ML Model,30894.22,3051.4,Under Review
TXN-500580,2025-09-18 19:34:24,Card,Payments & Cards,26421.24,N,,,0.0,0.0,Cleared - False Positive
TXN-500485,2025-09-19 07:10:59,Online,Digital Banking,3810.96,N,,,0.0,0.0,Cleared - False Positive
TXN-501455,2025-09-19 09:09:15,ACH,Commercial Banking,18357.37,N,,,0.0,0.0,Cleared - False Positive
TXN-502297,2025-09-19 09:27:15,Online,Digital Banking,842.53,N,,,0.0,0.0,Cleared - False Positive
TXN-501591,2025-09-19 13:45:08,Mobile,Digital Banking,10626.36,Y,Synthetic Identity,Rule Engine,6994.03,1536.38,Recovered
TXN-501673,2025-09-19 18:52:11,Online,Digital Banking,6611.56,N,,,0.0,0.0,Cleared - False Positive
TXN-502551,2025-09-19 21:08:38,Card,Payments & Cards,14867.8,N,,,0.0,0.0,Cleared - False Positive
TXN-500283,2025-09-20 04:18:11,Card,Payments & Cards,29430.17,N,,,0.0,0.0,Cleared - False Positive
TXN-501356,2025-09-20 07:26:56,Card,Payments & Cards,1893.87,N,,,0.0,0.0,Cleared - False Positive
TXN-501577,2025-09-20 10:45:36,Wire,Payments & Cards,134094.21,N,,,0.0,0.0,Cleared - False Positive
TXN-501120,2025-09-20 17:21:57,Mobile,Digital Banking,7685.05,Y,Account Takeover,Customer Reported,5464.03,859.74,Under Review
TXN-501536,2025-09-20 19:43:56,Card,Payments & Cards,7163.14,N,,,0.0,0.0,Cleared - False Positive
TXN-501644,2025-09-20 21:29:59,Online,Digital Banking,24511.63,Y,Card Not Present,Manual Review,8957.73,1695.45,Under Review
TXN-500535,2025-09-21 09:58:38,Card,Payments & Cards,23332.92,N,,,0.0,0.0,Cleared - False Positive
TXN-502448,2025-09-21 14:13:36,Card,Payments & Cards,37755.34,N,,,0.0,0.0,Cleared - False Positive
TXN-502120,2025-09-21 21:24:47,Mobile,Digital Banking,43954.86,Y,Account Takeover,Rule Engine,33237.85,2040.28,Confirmed Fraud
TXN-500509,2025-09-22 06:09:36,Card,Payments & Cards,43251.33,Y,Synthetic Identity,Customer Reported,14746.59,1104.2,Recovered
TXN-500019,2025-09-22 14:07:40,ACH,Commercial Banking,18212.07,Y,Account Takeover,Rule Engine,14047.14,2891.36,Confirmed Fraud
TXN-501565,2025-09-23 04:22:45,ATM,Retail Banking,28943.0,N,,,0.0,0.0,Cleared - False Positive
TXN-500570,2025-09-23 13:22:50,Online,Digital Banking,14279.58,Y,Account Takeover,Rule Engine,8698.86,105.21,Recovered
TXN-501002,2025-09-24 08:03:27,Mobile,Digital Banking,7510.75,Y,Account Takeover,Rule Engine,7236.72,877.94,Confirmed Fraud
TXN-502055,2025-09-24 09:36:16,Card,Payments & Cards,34162.99,N,,,0.0,0.0,Cleared - False Positive
TXN-500400,2025-09-25 11:36:06,Online,Digital Banking,41002.98,N,,,0.0,0.0,Cleared - False Positive
TXN-500241,2025-09-25 19:53:07,Mobile,Digital Banking,1525.12,Y,Synthetic Identity,Rule Engine,1210.06,39.56,Charged Off
TXN-501367,2025-09-27 06:22:20,ATM,Retail Banking,25962.7,Y,Card Skimming,Customer Reported,25225.36,9416.23,Charged Off
TXN-500401,2025-09-27 09:43:07,Online,Digital Banking,29079.0,Y,Account Takeover,ML Model,16985.22,222.1,Recovered
TXN-501346,2025-09-27 12:30:32,Online,Digital Banking,22170.66,N,,,0.0,0.0,Cleared - False Positive
TXN-500167,2025-09-28 14:58:23,Card,Payments & Cards,33557.53,N,,,0.0,0.0,Cleared - False Positive
TXN-500863,2025-09-28 23:11:20,ACH,Commercial Banking,5524.35,N,,,0.0,0.0,Cleared - False Positive
TXN-500349,2025-09-29 06:22:03,Mobile,Digital Banking,31966.91,N,,,0.0,0.0,Cleared - False Positive
TXN-500823,2025-09-29 08:47:41,Card,Payments & Cards,40909.48,Y,Card Not Present,Manual Review,16665.0,3057.49,Recovered
TXN-501616,2025-09-30 00:06:42,Online,Digital Banking,30611.83,Y,Card Not Present,Rule Engine,12053.36,130.42,Confirmed Fraud
TXN-501095,2025-09-30 00:51:08,Online,Digital Banking,12789.27,N,,,0.0,0.0,Cleared - False Positive
TXN-500590,2025-09-30 09:04:14,Card,Payments & Cards,27805.79,N,,,0.0,0.0,Cleared - False Positive
TXN-502431,2025-09-30 09:20:07,Online,Digital Banking,38211.6,Y,Card Not Present,Rule Engine,31658.8,7097.91,Recovered
TXN-500346,2025-09-30 16:06:39,Card,Payments & Cards,36259.16,N,,,0.0,0.0,Cleared - False Positive
TXN-502576,2025-10-01 15:53:35,Card,Payments & Cards,5757.6,N,,,0.0,0.0,Cleared - False Positive
TXN-501504,2025-10-02 16:52:37,ATM,Retail Banking,27402.05,Y,Card Not Present,Rule Engine,24233.32,857.88,Charged Off
TXN-502124,2025-10-02 22:25:33,Card,Payments & Cards,35030.34,N,,,0.0,0.0,Cleared - False Positive
TXN-500296,2025-10-03 00:09:59,Mobile,Digital Banking,8651.79,N,,,0.0,0.0,Cleared - False Positive
TXN-502283,2025-10-03 14:06:20,ATM,Retail Banking,41936.07,N,,,0.0,0.0,Cleared - False Positive
TXN-501399,2025-10-03 17:14:43,Card,Payments & Cards,19644.37,N,,,0.0,0.0,Cleared - False Positive
TXN-501325,2025-10-04 00:53:28,Online,Digital Banking,35476.17,Y,Account Takeover,ML Model,20561.73,136.2,Charged Off
TXN-502437,2025-10-05 14:56:20,Online,Digital Banking,21402.36,N,,,0.0,0.0,Cleared - False Positive
TXN-500809,2025-10-05 19:52:56,Online,Digital Banking,27050.43,Y,Account Takeover,Rule Engine,26148.67,8794.39,Recovered
TXN-502241,2025-10-05 23:21:29,Mobile,Digital Banking,14224.97,Y,Account Takeover,Manual Review,8950.74,197.3,Confirmed Fraud
TXN-500498,2025-10-06 01:46:16,ATM,Retail Banking,13746.28,Y,Card Skimming,Manual Review,12005.83,430.72,Confirmed Fraud
TXN-502171,2025-10-06 03:01:38,Online,Digital Banking,3107.77,Y,Account Takeover,ML Model,1861.51,19.84,Confirmed Fraud
TXN-500770,2025-10-06 08:49:44,Card,Payments & Cards,10121.93,N,,,0.0,0.0,Cleared - False Positive
TXN-501963,2025-10-06 13:06:13,Mobile,Digital Banking,31980.1,N,,,0.0,0.0,Cleared - False Positive
TXN-501210,2025-10-06 14:20:08,Online,Digital Banking,1813.12,N,,,0.0,0.0,Cleared - False Positive
TXN-501063,2025-10-06 15:30:22,Online,Digital Banking,42930.11,Y,Account Takeover,ML Model,17808.19,534.38,Charged Off
TXN-502528,2025-10-06 17:41:30,Online,Digital Banking,44901.14,Y,Card Not Present,Customer Reported,19121.66,2844.84,Confirmed Fraud
TXN-500765,2025-10-06 19:11:07,Mobile,Digital Banking,31213.58,N,,,0.0,0.0,Cleared - False Positive
TXN-502073,2025-10-07 14:13:48,Wire,Payments & Cards,112389.69,Y,Wire Fraud,ML Model,49370.46,3930.22,Confirmed Fraud
TXN-500698,2025-10-07 18:02:27,Wire,Payments & Cards,93634.28,Y,Wire Fraud,Manual Review,82604.96,36171.15,Recovered
TXN-500390,2025-10-07 20:40:55,ACH,Commercial Banking,18964.34,Y,Account Takeover,Customer Reported,13494.88,3014.98,Recovered
TXN-501582,2025-10-07 23:04:40,Mobile,Digital Banking,33203.6,Y,Account Takeover,Rule Engine,25797.11,5188.84,Confirmed Fraud
TXN-500628,2025-10-08 06:02:14,Online,Digital Banking,11394.15,Y,Card Not Present,Rule Engine,8092.76,2681.57,Confirmed Fraud
TXN-501768,2025-10-08 11:13:24,Mobile,Digital Banking,16702.54,N,,,0.0,0.0,Cleared - False Positive
TXN-501723,2025-10-08 16:20:51,Online,Digital Banking,35501.47,N,,,0.0,0.0,Cleared - False Positive
TXN-502196,2025-10-08 21:18:23,Card,Payments & Cards,37043.61,Y,Synthetic Identity,Rule Engine,32611.02,3091.1,Under Review
TXN-500845,2025-10-08 21:42:42,Online,Digital Banking,36718.83,N,,,0.0,0.0,Cleared - False Positive
TXN-502560,2025-10-08 22:27:31,Card,Payments & Cards,34256.32,Y,Card Skimming,Rule Engine,17310.9,655.1,Charged Off
TXN-500674,2025-10-08 23:57:46,Card,Payments & Cards,13540.99,N,,,0.0,0.0,Cleared - False Positive
TXN-500347,2025-10-09 15:04:49,Card,Payments & Cards,26431.36,Y,Card Not Present,Manual Review,13539.78,4217.9,Confirmed Fraud
TXN-501625,2025-10-09 20:26:20,Mobile,Digital Banking,6433.96,Y,Synthetic Identity,Manual Review,3238.09,216.74,Confirmed Fraud
TXN-500364,2025-10-10 04:04:03,Card,Payments & Cards,34865.66,N,,,0.0,0.0,Cleared - False Positive
TXN-501576,2025-10-10 06:16:02,Mobile,Digital Banking,35766.35,Y,Synthetic Identity,Rule Engine,25909.03,11494.25,Charged Off
TXN-501867,2025-10-10 12:34:24,ATM,Retail Banking,12562.86,Y,Card Not Present,ML Model,6069.83,1285.77,Recovered
TXN-502217,2025-10-10 20:07:36,ATM,Retail Banking,44330.67,N,,,0.0,0.0,Cleared - False Positive
TXN-501646,2025-10-11 03:34:38,Mobile,Digital Banking,30861.48,Y,Account Takeover,Rule Engine,26697.12,1692.63,Recovered
TXN-501670,2025-10-11 08:26:00,Online,Digital Banking,24280.41,N,,,0.0,0.0,Cleared - False Positive
TXN-500983,2025-10-11 10:23:09,Wire,Payments & Cards,79985.29,Y,Wire Fraud,ML Model,26343.48,13180.69,Under Review
TXN-501707,2025-10-11 16:17:12,Online,Digital Banking,2079.73,N,,,0.0,0.0,Cleared - False Positive
TXN-500133,2025-10-12 03:47:24,Card,Payments & Cards,8134.24,Y,Card Skimming,Manual Review,6184.24,1188.47,Recovered
TXN-501735,2025-10-12 11:54:14,Mobile,Digital Banking,26341.25,N,,,0.0,0.0,Cleared - False Positive
TXN-501569,2025-10-12 12:42:18,ATM,Retail Banking,33904.67,N,,,0.0,0.0,Cleared - False Positive
TXN-500174,2025-10-12 14:44:26,Online,Digital Banking,27364.69,N,,,0.0,0.0,Cleared - False Positive
TXN-500030,2025-10-13 06:08:23,Card,Payments & Cards,11092.96,Y,Synthetic Identity,Manual Review,8304.05,495.57,Under Review
TXN-500803,2025-10-13 12:27:09,ATM,Retail Banking,13374.79,Y,Card Not Present,Customer Reported,8521.58,2146.21,Recovered
TXN-502494,2025-10-13 22:09:34,ATM,Retail Banking,4621.67,N,,,0.0,0.0,Cleared - False Positive
TXN-502367,2025-10-14 02:09:58,Card,Payments & Cards,19381.51,Y,Card Skimming,ML Model,14577.17,3269.45,Recovered
TXN-501915,2025-10-14 16:18:14,Card,Payments & Cards,24666.96,N,,,0.0,0.0,Cleared - False Positive
TXN-500431,2025-10-15 10:18:03,ATM,Retail Banking,11859.47,N,,,0.0,0.0,Cleared - False Positive
TXN-502244,2025-10-15 19:40:43,Online,Digital Banking,44701.68,N,,,0.0,0.0,Cleared - False Positive
TXN-500384,2025-10-16 04:53:47,Card,Payments & Cards,17520.84,N,,,0.0,0.0,Cleared - False Positive
TXN-501160,2025-10-16 10:04:49,ACH,Commercial Banking,40023.22,N,,,0.0,0.0,Cleared - False Positive
TXN-502565,2025-10-17 22:46:14,Online,Digital Banking,6791.64,Y,Card Not Present,Customer Reported,4259.77,524.15,Confirmed Fraud
TXN-501085,2025-10-18 04:14:20,Online,Digital Banking,25698.86,N,,,0.0,0.0,Cleared - False Positive
TXN-500887,2025-10-18 16:34:01,Mobile,Digital Banking,35667.8,Y,Account Takeover,Customer Reported,34905.54,7163.2,Charged Off
TXN-500396,2025-10-18 19:39:32,Card,Payments & Cards,18655.85,Y,Synthetic Identity,Rule Engine,11515.51,952.64,Charged Off
TXN-501414,2025-10-18 21:50:19,Card,Payments & Cards,3003.7,Y,Card Not Present,Manual Review,2526.24,16.8,Under Review
TXN-500561,2025-10-19 02:22:49,Card,Payments & Cards,39724.89,Y,Card Not Present,Customer Reported,17247.63,1464.76,Charged Off
TXN-501260,2025-10-19 18:30:33,ACH,Commercial Banking,8039.49,Y,Synthetic Identity,ML Model,7536.73,423.78,Recovered
TXN-500399,2025-10-19 20:36:42,Online,Digital Banking,2713.48,Y,Card Not Present,Manual Review,1094.67,67.73,Under Review
TXN-501172,2025-10-19 23:44:19,Card,Payments & Cards,44986.8,Y,Synthetic Identity,Manual Review,39008.89,324.95,Recovered
TXN-501328,2025-10-20 05:49:08,ACH,Commercial Banking,29967.2,Y,Synthetic Identity,Manual Review,10393.65,961.05,Charged Off
TXN-500852,2025-10-20 11:34:12,Online,Digital Banking,8932.81,Y,Card Not Present,Rule Engine,5797.89,1451.1,Under Review
TXN-501458,2025-10-20 23:14:43,Online,Digital Banking,20258.32,N,,,0.0,0.0,Cleared - False Positive
TXN-500728,2025-10-21 02:27:54,ACH,Commercial Banking,23578.85,N,,,0.0,0.0,Cleared - False Positive
TXN-502410,2025-10-21 04:43:33,Wire,Payments & Cards,54987.96,N,,,0.0,0.0,Cleared - False Positive
TXN-502117,2025-10-21 05:16:23,Card,Payments & Cards,8714.99,Y,Synthetic Identity,ML Model,3004.71,313.56,Confirmed Fraud
TXN-500623,2025-10-21 09:17:37,Online,Digital Banking,33825.95,Y,Card Not Present,Customer Reported,25182.94,321.02,Under Review
TXN-500979,2025-10-21 10:31:57,Online,Digital Banking,31511.11,N,,,0.0,0.0,Cleared - False Positive
TXN-500275,2025-10-21 14:42:21,Online,Digital Banking,35146.55,N,,,0.0,0.0,Cleared - False Positive
TXN-501690,2025-10-21 18:24:56,ACH,Commercial Banking,38051.1,N,,,0.0,0.0,Cleared - False Positive
TXN-500895,2025-10-22 03:29:48,Card,Payments & Cards,19896.72,Y,Synthetic Identity,Customer Reported,15893.88,1910.23,Under Review
TXN-501988,2025-10-22 13:29:50,Mobile,Digital Banking,44600.95,Y,Synthetic Identity,Rule Engine,42452.76,7615.58,Under Review
TXN-500814,2025-10-22 23:05:13,Card,Payments & Cards,27924.53,N,,,0.0,0.0,Cleared - False Positive
TXN-501019,2025-10-23 04:08:18,Card,Payments & Cards,19099.72,Y,Synthetic Identity,Customer Reported,12243.6,3010.19,Confirmed Fraud
TXN-501553,2025-10-23 04:51:36,Card,Payments & Cards,10564.26,N,,,0.0,0.0,Cleared - False Positive
TXN-500598,2025-10-23 05:06:23,ACH,Commercial Banking,12575.8,Y,Synthetic Identity,Customer Reported,9116.1,120.36,Charged Off
TXN-501151,2025-10-23 10:20:55,Card,Payments & Cards,6060.13,N,,,0.0,0.0,Cleared - False Positive
TXN-501924,2025-10-23 11:25:23,Online,Digital Banking,40506.4,Y,Account Takeover,Rule Engine,12451.79,4879.79,Confirmed Fraud
TXN-502169,2025-10-23 19:15:27,Online,Digital Banking,38395.8,Y,Card Not Present,Customer Reported,14719.33,3601.16,Charged Off
TXN-500065,2025-10-24 00:23:23,Card,Payments & Cards,29566.65,N,,,0.0,0.0,Cleared - False Positive
TXN-500706,2025-10-24 05:53:31,Card,Payments & Cards,33624.16,Y,Synthetic Identity,Customer Reported,14758.49,67.58,Under Review
TXN-501113,2025-10-25 15:36:15,Online,Digital Banking,4680.96,N,,,0.0,0.0,Cleared - False Positive
TXN-501211,2025-10-25 16:46:30,Mobile,Digital Banking,23533.99,N,,,0.0,0.0,Cleared - False Positive
TXN-500494,2025-10-25 17:49:25,Online,Digital Banking,18773.17,Y,Account Takeover,Rule Engine,12002.35,3190.8,Charged Off
TXN-500962,2025-10-25 21:06:47,Card,Payments & Cards,24912.28,Y,Synthetic Identity,Manual Review,24772.27,233.65,Confirmed Fraud
TXN-500150,2025-10-26 01:38:02,ATM,Retail Banking,10522.36,N,,,0.0,0.0,Cleared - False Positive
TXN-500269,2025-10-26 02:31:36,ACH,Commercial Banking,41787.81,N,,,0.0,0.0,Cleared - False Positive
TXN-500338,2025-10-27 12:19:52,Mobile,Digital Banking,32929.19,N,,,0.0,0.0,Cleared - False Positive
TXN-502285,2025-10-27 14:52:58,Online,Digital Banking,19901.06,N,,,0.0,0.0,Cleared - False Positive
TXN-501272,2025-10-27 21:44:10,Online,Digital Banking,29836.2,N,,,0.0,0.0,Cleared - False Positive
TXN-501224,2025-10-28 01:29:04,Card,Payments & Cards,6992.43,N,,,0.0,0.0,Cleared - False Positive
TXN-501435,2025-10-28 05:28:31,Online,Digital Banking,17313.71,N,,,0.0,0.0,Cleared - False Positive
TXN-500005,2025-10-28 08:12:43,ATM,Retail Banking,31714.22,N,,,0.0,0.0,Cleared - False Positive
TXN-501835,2025-10-28 12:22:33,ACH,Commercial Banking,1332.71,N,,,0.0,0.0,Cleared - False Positive
TXN-501655,2025-10-28 21:48:10,Card,Payments & Cards,7320.81,N,,,0.0,0.0,Cleared - False Positive
TXN-501198,2025-10-29 05:11:05,Mobile,Digital Banking,34231.1,Y,Account Takeover,Customer Reported,22744.31,5520.52,Charged Off
TXN-502586,2025-10-30 05:36:46,Card,Payments & Cards,36183.24,Y,Synthetic Identity,Customer Reported,12358.31,2722.36,Under Review
TXN-500303,2025-10-30 21:34:47,Mobile,Digital Banking,18869.6,N,,,0.0,0.0,Cleared - False Positive
TXN-501791,2025-10-31 00:32:01,Card,Payments & Cards,37018.12,Y,Card Skimming,ML Model,33082.54,2647.76,Under Review
TXN-502359,2025-10-31 01:25:56,Online,Digital Banking,30842.58,N,,,0.0,0.0,Cleared - False Positive
TXN-502466,2025-10-31 01:44:41,Card,Payments & Cards,23102.72,N,,,0.0,0.0,Cleared - False Positive
TXN-500492,2025-10-31 02:50:33,Wire,Payments & Cards,131800.77,N,,,0.0,0.0,Cleared - False Positive
TXN-502263,2025-10-31 03:00:11,ATM,Retail Banking,23562.14,Y,Card Skimming,Manual Review,17989.86,2214.0,Recovered
TXN-500513,2025-10-31 03:03:18,Online,Digital Banking,22529.45,N,,,0.0,0.0,Cleared - False Positive
TXN-500038,2025-10-31 05:47:49,Card,Payments & Cards,42693.06,N,,,0.0,0.0,Cleared - False Positive
TXN-501441,2025-10-31 15:26:32,Card,Payments & Cards,11486.56,Y,Card Skimming,ML Model,10775.76,265.62,Charged Off
TXN-500345,2025-10-31 20:25:35,Card,Payments & Cards,32758.84,N,,,0.0,0.0,Cleared - False Positive
TXN-500483,2025-10-31 23:26:34,Card,Payments & Cards,24508.25,N,,,0.0,0.0,Cleared - False Positive
TXN-500091,2025-11-01 02:51:17,Wire,Payments & Cards,71987.63,N,,,0.0,0.0,Cleared - False Positive
TXN-500233,2025-11-01 07:07:26,Card,Payments & Cards,39486.59,Y,Synthetic Identity,Manual Review,20263.93,4986.05,Confirmed Fraud
TXN-501125,2025-11-01 20:37:58,ACH,Commercial Banking,11026.26,N,,,0.0,0.0,Cleared - False Positive
TXN-501341,2025-11-01 22:47:16,Wire,Payments & Cards,39666.12,N,,,0.0,0.0,Cleared - False Positive
TXN-502544,2025-11-02 00:22:54,Card,Payments & Cards,38868.9,Y,Card Skimming,Manual Review,36196.99,1156.12,Confirmed Fraud
TXN-501856,2025-11-02 10:23:36,Online,Digital Banking,27672.65,N,,,0.0,0.0,Cleared - False Positive
TXN-501656,2025-11-03 05:05:14,Online,Digital Banking,34338.23,Y,Account Takeover,Rule Engine,24634.88,2828.86,Under Review
TXN-502154,2025-11-03 20:44:03,Card,Payments & Cards,34257.43,N,,,0.0,0.0,Cleared - False Positive
TXN-502497,2025-11-03 22:24:59,Wire,Payments & Cards,25575.76,N,,,0.0,0.0,Cleared - False Positive
TXN-501495,2025-11-04 04:50:19,Online,Digital Banking,33542.75,N,,,0.0,0.0,Cleared - False Positive
TXN-501100,2025-11-04 05:42:54,ATM,Retail Banking,8009.65,Y,Card Not Present,Rule Engine,6680.48,1797.35,Under Review
TXN-501280,2025-11-04 08:39:11,Mobile,Digital Banking,27575.13,Y,Synthetic Identity,Manual Review,17520.97,4290.76,Charged Off
TXN-500383,2025-11-04 11:27:09,Online,Digital Banking,19926.18,Y,Account Takeover,ML Model,13742.42,2149.82,Under Review
TXN-502588,2025-11-04 18:26:36,Wire,Payments & Cards,69806.87,N,,,0.0,0.0,Cleared - False Positive
TXN-501076,2025-11-05 18:16:46,Wire,Payments & Cards,118650.05,Y,Business Email Compromise,Customer Reported,44869.95,2041.75,Confirmed Fraud
TXN-501355,2025-11-06 01:02:57,ACH,Commercial Banking,43548.71,N,,,0.0,0.0,Cleared - False Positive
TXN-502188,2025-11-06 02:59:01,ACH,Commercial Banking,41681.84,N,,,0.0,0.0,Cleared - False Positive
TXN-501389,2025-11-06 07:53:04,Mobile,Digital Banking,4291.02,N,,,0.0,0.0,Cleared - False Positive
TXN-501620,2025-11-06 10:00:47,Wire,Payments & Cards,104858.11,Y,Wire Fraud,Customer Reported,82501.52,12474.0,Confirmed Fraud
TXN-501799,2025-11-06 12:57:48,ACH,Commercial Banking,33190.3,Y,Account Takeover,ML Model,32551.83,6807.96,Confirmed Fraud
TXN-500177,2025-11-06 16:38:06,Online,Digital Banking,1927.87,N,,,0.0,0.0,Cleared - False Positive
TXN-502480,2025-11-06 18:08:47,Card,Payments & Cards,16637.35,N,,,0.0,0.0,Cleared - False Positive
TXN-501443,2025-11-07 05:25:33,Card,Payments & Cards,38635.34,Y,Card Not Present,ML Model,17786.24,1730.84,Confirmed Fraud
TXN-501630,2025-11-07 09:17:35,Mobile,Digital Banking,7468.73,N,,,0.0,0.0,Cleared - False Positive
TXN-501489,2025-11-07 13:03:42,ATM,Retail Banking,13801.82,N,,,0.0,0.0,Cleared - False Positive
TXN-500323,2025-11-07 17:42:10,ACH,Commercial Banking,37333.6,N,,,0.0,0.0,Cleared - False Positive
TXN-500314,2025-11-07 18:01:58,Card,Payments & Cards,25140.74,Y,Synthetic Identity,ML Model,14698.1,689.06,Confirmed Fraud
TXN-501994,2025-11-07 20:37:41,Wire,Payments & Cards,164617.48,N,,,0.0,0.0,Cleared - False Positive
TXN-500416,2025-11-08 00:59:44,Online,Digital Banking,28868.95,Y,Card Not Present,Manual Review,24645.81,806.32,Recovered
TXN-500301,2025-11-08 01:34:37,Card,Payments & Cards,2379.5,N,,,0.0,0.0,Cleared - False Positive
TXN-501659,2025-11-08 08:27:03,Card,Payments & Cards,5987.3,N,,,0.0,0.0,Cleared - False Positive
TXN-500989,2025-11-08 10:44:18,ATM,Retail Banking,32236.97,N,,,0.0,0.0,Cleared - False Positive
TXN-501653,2025-11-08 14:50:49,Online,Digital Banking,38833.17,N,,,0.0,0.0,Cleared - False Positive
TXN-501162,2025-11-08 19:12:48,Online,Digital Banking,33280.85,N,,,0.0,0.0,Cleared - False Positive
TXN-502090,2025-11-09 01:48:05,Online,Digital Banking,21823.21,N,,,0.0,0.0,Cleared - False Positive
TXN-501200,2025-11-09 05:35:42,Card,Payments & Cards,44055.1,N,,,0.0,0.0,Cleared - False Positive
TXN-502081,2025-11-09 05:56:10,ATM,Retail Banking,29793.04,Y,Card Skimming,Customer Reported,27312.95,780.54,Recovered
TXN-500240,2025-11-09 18:32:50,ACH,Commercial Banking,36906.81,Y,Synthetic Identity,ML Model,15871.91,3327.45,Recovered
TXN-501424,2025-11-09 20:02:54,Mobile,Digital Banking,12483.58,N,,,0.0,0.0,Cleared - False Positive
TXN-502317,2025-11-10 09:27:03,Wire,Payments & Cards,118303.87,Y,Business Email Compromise,Rule Engine,91989.33,8597.45,Charged Off
TXN-500223,2025-11-10 11:18:03,Mobile,Digital Banking,31965.51,N,,,0.0,0.0,Cleared - False Positive
TXN-500495,2025-11-10 17:14:03,Card,Payments & Cards,7074.65,N,,,0.0,0.0,Cleared - False Positive
TXN-502430,2025-11-10 18:23:36,ATM,Retail Banking,23524.31,Y,Card Not Present,Customer Reported,7900.89,284.11,Recovered
TXN-501634,2025-11-11 03:15:51,Online,Digital Banking,13313.73,N,,,0.0,0.0,Cleared - False Positive
TXN-502076,2025-11-11 13:17:47,ATM,Retail Banking,501.56,N,,,0.0,0.0,Cleared - False Positive
TXN-501679,2025-11-11 21:37:59,ATM,Retail Banking,25097.54,N,,,0.0,0.0,Cleared - False Positive
TXN-500081,2025-11-12 04:22:56,Mobile,Digital Banking,20713.98,N,,,0.0,0.0,Cleared - False Positive
